23.959	-27.462
23.992	-27.578
22.524	-26.956
22.456	-26.52
22.841	-27.962
23.721	-27.852
21.692	-28.242
21.879	-28.519
20.064	-28.865
19.779	-29.56
21.284	-30.506
21.681	-30.159
20.085	-30.513
21.304	-29.285
19.484	-30.606
20.161	-29.575
19.729	-28.276
19.685	-28.674
17.653	-28.395
19.7	-29.053
18.962	-28.109
19.218	-28.631
20.014	-29.205
21.062	-28.634
19.564	-29.14
21.484	-29.92
20.789	-28.74
20.709	-29.717
20.136	-29.259
20.434	-29.009
21.562	-28.195
20.372	-28.793
20.487	-27.922
19.95	-27.509
20.114	-27.225
19.299	-27.89
19.64	-27.385
19.531	-26.435
21.345	-26.844
19.357	-25.864
19.902	-27.458
21.197	-27.167
20.871	-27.44
20.689	-26.76
20.465	-27.199
21.12	-27.003
21.189	-26.621
20.996	-26.399
20.428	-25.644
19.763	-25.189
20.295	-25.276
18.403	-25.455
19.29	-23.898
20.252	-23.491
20.633	-23.58
21.704	-23.708
20.438	-25.149
20.295	-23.886
21.186	-24.326
19.853	-23.126
21.017	-24.16
20.831	-24.335
22.185	-24.706
22.442	-25.642
22.799	-25.677
23.31	-27.048
22.918	-27.813
22.499	-27.985
23.465	-28.146
23.064	-27.092
23.941	-27.265
22.805	-26.722
22.168	-26.511
22.517	-26.471
23.125	-26.44
22.401	-27.704
23.938	-28.326
22.577	-28.132
22.53	-26.906
21.096	-26.927
22.289	-28.708
22.064	-27.197
21.28	-27.555
20.938	-27.575
22.494	-27.141
22.695	-27.415
22.625	-28.251
22.018	-27.583
21.703	-27.613
22.748	-26.889
22.432	-27.386
22.547	-27.692
23.016	-27.628
23.74	-26.85
22.507	-27.34
23.07	-26.72
23.368	-26.023
23.716	-24.899
23.255	-25.394
22.429	-24.514
23.218	-23.705
24.025	-24.968
24.298	-25.513
22.64	-25.381
23.976	-25.2
24.04	-26.572
25.24	-26.32
25.732	-27.808
24.382	-28.182
24.443	-27.904
23.56	-27.808
23.124	-27.464
24.663	-29.222
23.431	-30.08
22.912	-29.079
22.337	-28.411
23.5	-28.406
23.508	-29.083
23.724	-29.732
22.231	-30.088
22.381	-29.089
22.091	-27.899
22.694	-28.601
21.957	-28.128
22.901	-28.143
23.31	-27.303
24.98	-27.366
25.906	-27.616
25.915	-27.804
25.134	-27.573
24.915	-28.379
23.736	-26.738
23.766	-27.849
24.345	-27.762
24.099	-27.716
24.924	-26.51
25.056	-26.735
25.143	-26.756
25.847	-25.759
24.717	-25.756
24.93	-26.4
25.849	-25.071
25.896	-26.562
26.443	-25.612
27.178	-25.756
26.699	-25.826
27.268	-25.975
27.503	-25.561
27.886	-25.208
28.828	-26.503
28.442	-26.693
28.709	-25.756
29.596	-25.868
29.594	-25.566
30.777	-26.37
29.992	-24.986
29.733	-25.033
30.24	-27.093
31.084	-26.846
31.329	-26.838
30.875	-27.56
31.494	-27.228
31.934	-28.552
30.847	-28.268
31.118	-28.711
31.358	-29.206
31.074	-27.157
30.585	-27.58
30.237	-26.945
30.881	-26.262
29.833	-26.253
30.268	-25.149
31.113	-24.459
30.328	-24.58
29.207	-24.667
29.32	-24.143
29.495	-24.351
28.056	-24.566
28.008	-22.218
29.855	-23.156
29.202	-23.173
28.827	-23.904
28.478	-22.92
28.424	-22.393
26.306	-23.571
26.117	-22.539
25.378	-23.301
25.497	-22.768
24.974	-21.474
24.482	-22.601
24.959	-23.211
26.142	-23.243
26.511	-23.568
25.551	-23.775
26.064	-21.332
27.089	-22.539
26.723	-21.441
26.085	-20.493
26.139	-19.446
25.879	-19.481
26.18	-19.031
27.449	-18.848
26.312	-19.38
27.069	-18.658
25.755	-18.336
27.208	-18.978
26.495	-19.011
26.797	-19.508
26.119	-19.187
25.717	-20.682
24.476	-20.537
25.642	-21.156
24.068	-22.306
24.722	-21.176
24.326	-21.25
22.595	-21.442
23.417	-22.012
23.424	-21.934
24.513	-20.901
23.88	-20.818
24.243	-20.87
24.341	-21.564
23.217	-21.834
24.231	-21.68
23.924	-21.28
23.95	-20.25
22.06	-20.582
22.585	-19.905
22.837	-19.501
22.617	-19.651
23.075	-19.815
23.347	-18.637
22.842	-19.417
23.323	-20.718
22.039	-19.489
22.362	-19.199
20.741	-18.341
20.937	-17.863
22.07	-17.378
21.566	-17.745
20.838	-17.487
21.486	-18.211
21.685	-17.61
21.698	-17.205
22.827	-17.263
23.231	-18.196
22.146	-17.259
20.983	-17.125
20.147	-16.761
22.44	-16.609
21.346	-16.653
19.597	-15.963
20.179	-16.746
20.957	-16.618
19.739	-16.844
19.076	-16.483
20.583	-16.478
20.433	-16.732
21.301	-16.959
19.822	-17.023
20.626	-17.158
20.183	-17.98
20.53	-18.151
18.796	-17.882
18.321	-16.255
20.009	-17.642
20.01	-18.325
17.713	-16.436
