2.4385	-7.0119
2.3183	-7.3367
2.3495	-7.4285
2.5607	-8.1211
2.4344	-7.8371
2.748	-8.0669
2.5747	-7.5673
1.4833	-6.7649
2.7276	-6.2556
3.0068	-5.9428
2.8842	-5.3053
2.0754	-4.9668
2.0673	-5.6025
2.3412	-5.4981
2.8675	-4.8431
3.1128	-5.1039
3.1238	-5.1084
3.8445	-5.8192
3.5978	-5.6214
3.4934	-5.8403
3.6427	-6.3559
3.7221	-6.0815
2.8398	-6.4653
2.1203	-7.1076
2.0856	-7.3944
2.5673	-6.4697
2.626	-5.333
2.5181	-6.0315
2.4103	-6.2719
1.8412	-6.0251
2.2335	-6.8224
2.4133	-6.2677
2.3435	-5.4207
2.0097	-5.4297
1.7557	-5.1156
3.0132	-5.6795
3.486	-5.4441
3.8351	-7.0372
3.6723	-6.9386
4.0015	-6.2945
4.4631	-6.3673
4.6852	-5.4092
4.3306	-5.0553
4.2787	-5.8488
3.9962	-5.9363
4.4119	-6.0403
3.933	-5.4968
3.8817	-5.2646
3.7666	-4.886
3.4674	-4.8663
3.1571	-4.7701
3.0855	-5.3218
3.6143	-5.276
3.4016	-5.9843
2.3843	-5.8042
2.8689	-5.9684
2.8803	-5.7653
3.3082	-6.0501
3.8639	-5.6991
3.8197	-5.9023
4.1747	-6.0337
4.0395	-5.5539
3.8631	-4.8931
4.5118	-4.9344
5.6509	-5.2377
5.8486	-5.5987
5.2584	-5.276
5.7057	-5.169
6.7299	-4.7176
6.1982	-4.6119
5.7994	-4.4263
5.6463	-4.9952
4.9892	-5.1196
5.8799	-4.3346
6.3385	-5.2075
5.6282	-4.7443
5.5814	-5.136
5.8503	-5.0295
5.3295	-4.6784
5.5349	-4.2196
6.2709	-3.944
6.7382	-4.6016
7.1542	-4.8871
6.6513	-4.5015
5.8524	-4.4566
5.2907	-4.1573
5.4489	-4.1379
5.5339	-4.1091
5.4148	-4.5233
5.6146	-4.0623
5.5997	-3.6415
5.3393	-3.3111
5.6804	-3.2666
5.7968	-3.1291
5.5564	-2.4502
6.5015	-2.6383
6.1703	-2.7431
6.3875	-2.6901
6.298	-2.7862
6.0846	-2.2291
5.4412	-2.1912
5.7943	-1.9404
5.6105	-2.8085
4.8842	-2.969
4.8539	-2.8968
4.903	-3.2309
4.7221	-3.5865
4.0085	-3.6007
3.7169	-3.7358
3.7868	-3.3782
3.8003	-2.8647
3.7832	-3.6868
3.842	-3.1971
3.9643	-3.0169
4.0492	-3.1032
4.6054	-2.9907
4.6319	-1.9608
5.1952	-1.0193
4.1865	-0.41755
4.201	0.056916
4.984	0.033078
4.9686	0.11701
3.8777	0.0019262
3.6884	0.38679
3.4553	0.39529
4.0888	0.4508
3.8061	0.99496
4.2519	0.70113
4.5082	0.9827
4.7646	1.1122
4.4497	1.9484
4.7324	1.7032
3.8498	2.0543
3.4182	2.2885
3.1622	1.4857
2.9127	1.529
2.7964	1.903
2.8378	1.4999
3.0318	2.0102
3.0767	2.508
3.2062	3.725
2.9639	3.9295
2.8933	3.6495
2.9505	3.0846
3.4108	3.5936
3.805	3.4701
3.5909	3.1174
3.4072	3.0787
2.5371	3.3531
1.4416	3.0718
1.0312	3.1732
1.2025	2.327
0.95159	3.1251
1.5277	3.027
1.9151	3.0758
1.5041	1.8
0.36431	1.6806
0.71401	1.0262
0.94521	0.35272
1.1363	0.98887
1.6636	1.4502
2.3199	2.0144
1.9676	1.5881
1.6532	2.0295
1.0921	2.3647
0.60005	2.6058
0.39683	2.1083
-0.037653	2.6569
0.11099	3.2248
0.72772	4.231
-0.32203	4.7872
0.030611	4.1265
-0.49861	3.926
0.62212	3.4969
1.0099	4.1069
0.63194	3.9157
-0.2146	2.8732
-0.3141	2.6324
-0.61649	2.5065
-0.90527	2.3076
-0.41175	1.8872
-0.83551	2.3166
-0.048516	2.7625
-0.0019997	2.264
0.27249	1.517
1.0647	1.9581
1.43	1.413
0.93464	2.1839
1.1493	2.4359
1.9133	2.4202
2.1308	1.8081
1.7568	1.9969
0.95413	1.6718
1.4573	0.87109
1.648	0.68637
1.8837	0.0083316
2.101	0.13613
1.7931	0.2534
1.5101	0.33333
1.3433	0.22573
1.6069	0.32956
2.1879	-0.39183
1.7389	-1.3127
0.98359	-1.5988
1.0219	-1.3906
1.2054	-1.0886
2.0044	-1.1711
1.7566	-2.0514
1.2469	-2.9678
1.3724	-3.3719
1.3986	-2.6033
0.89314	-2.0953
0.67992	-1.7901
0.3718	-1.9474
0.63176	-2.3379
0.29865	-1.5732
0.36245	-1.7049
0.61365	-1.5878
-0.39167	-1.2642
-0.75523	-1.4804
-0.42985	-2.2226
-1.1712	-2.4719
-0.9597	-2.4106
-0.47635	-1.9452
-0.94298	-1.76
-0.73879	-2.0021
-0.020168	-2.415
0.53745	-3.0456
0.033578	-2.9804
-0.68663	-3.1807
-0.69229	-3.7114
-1.655	-4.4594
-2.9358	-3.5392
-2.2286	-3.833
-3.0455	-4.0164
-2.511	-4.7765
-2.9293	-4.635
-2.5578	-4.811
-2.3353	-3.9325
-2.0412	-5.0099
-2.1372	-6.2764
-1.7436	-7.1147
-1.6105	-7.4872
-0.15387	-7.713
-0.25095	-7.8433
-0.55208	-8.0281
-0.60046	-7.8489
-0.42087	-7.5725
-0.2943	-6.5635
0.38919	-6.3738
0.86652	-6.0632
0.47429	-6.5461
0.927	-6.8089
0.29452	-6.9994
0.48533	-7.1453
1.0616	-7.1686
0.56312	-7.9157
-0.67921	-7.7498
-1.4723	-7.7154
-1.1535	-7.0779
-0.68251	-7.8634
-0.59762	-8.0096
-0.62149	-8.2708
-0.11621	-8.3396
-0.26827	-8.6877
-1.0938	-7.9972
-0.84285	-8.0559
-0.27033	-7.8414
0.2141	-8.7887
-0.11962	-8.1795
-1.0065	-8.2171
-1.2561	-8.3446
-0.489	-8.5892
-0.41597	-8.4209
0.88433	-8.368
1.3878	-7.901
1.8986	-6.9163
2.8232	-6.6768
2.6371	-5.8251
3.0122	-6.7534
3.486	-6.3216
3.0911	-5.9861
3.5384	-4.7193
3.6399	-5.0025
3.3142	-5.3268
3.4246	-5.4005
3.3127	-4.7947
3.7927	-5.0085
4.0372	-4.9359
3.2726	-6.1145
3.3093	-5.6812
4.0346	-5.4695
3.6976	-6.4254
4.3939	-6.1352
4.7445	-6.3061
4.6158	-5.7747
5.6624	-5.1873
5.1327	-4.3544
5.8375	-4.599
6.5359	-5.0138
6.7273	-5.3126
5.7154	-5.5448
5.566	-5.6775
6.2855	-5.4913
6.4923	-6.6866
5.5133	-5.985
5.6219	-5.4875
6.395	-5.8507
